,y,y_dummy,y_hat
2016-12-31,153.0,198.20504348424873,147.49661792383884
2017-01-01,179.0,198.18851815305368,148.98740970725976
2017-01-02,120.0,198.18150480577546,145.72601578644895
2017-01-03,147.0,198.15293491547553,154.3592532189585
2017-01-04,158.0,198.1342454982613,155.80132350718506
2017-01-05,131.0,198.1195845866637,156.77481658306286
2017-01-06,120.0,198.0950704944115,164.15427059261702
2017-01-07,120.0,198.06655303211664,148.27558961605015
2017-01-08,104.0,198.03805118727104,142.46967493960636
2017-01-09,156.0,198.00372446663323,133.80041627632926
2017-01-10,151.0,197.9883946401856,134.68486976266718
2017-01-11,146.0,197.97124871986435,147.03026671191458
2017-01-12,150.0,197.952288030802,143.0968680271007
2017-01-13,188.0,197.93479677126135,156.11045917175133
2017-01-14,133.0,197.93117357769054,142.08111553681852
2017-01-15,145.0,197.90749767119,141.76915235643048
2017-01-16,162.0,197.8882094839238,145.34406613743297
2017-01-17,184.0,197.87512830678364,144.19234163275453
2017-01-18,166.0,197.87007177314413,151.69972060153515
2017-01-19,168.0,197.8584594314523,152.98300853552547
2017-01-20,184.0,197.84758203275237,166.6484126379839
2017-01-21,191.0,197.84253829498772,151.28275229027923
2017-01-22,168.0,197.84004647477838,149.7419009029938
2017-01-23,196.0,197.82918172091894,159.82169602002728
2017-01-24,180.0,197.82851583751133,154.93595028381696
2017-01-25,187.0,197.82202684175607,163.97971968081652
2017-01-26,168.0,197.81808869516155,158.71980661336804
2017-01-27,175.0,197.80723983625842,171.9477056028353
2017-01-28,168.0,197.79894327756935,159.55131135949063
2017-01-29,125.0,197.78810532765937,154.3169943940467
2017-01-30,170.0,197.76163692572206,164.55894519323067
2017-01-31,166.0,197.75154362016823,156.65930964006245
2017-02-01,176.0,197.74000180133135,155.68130761879797
2017-02-02,163.0,197.73210065584664,148.97561185142695
2017-02-03,150.0,197.7194799797362,164.34053157195004
2017-02-04,155.0,197.70214320226856,154.19583509847632
2017-02-05,165.0,197.6866320714286,146.46479832087962
2017-02-06,169.0,197.6747611318712,153.20451116027385
2017-02-07,159.0,197.66434909079203,157.4562096494648
2017-02-08,153.0,197.65031229678564,155.07251594308192
2017-02-09,158.0,197.63410528687754,156.55986262485308
2017-02-10,141.0,197.6197216522243,161.3578457374694
2017-02-11,179.0,197.59917748616766,152.50322697536595
2017-02-12,148.0,197.59243009727373,142.1170277462754
2017-02-13,169.0,197.57444227351698,153.82485846579158
2017-02-14,155.0,197.56407982844956,154.77872343622096
2017-02-15,150.0,197.5486468770977,155.25579825388937
2017-02-16,182.0,197.53140973847994,160.93229130796172
2017-02-17,191.0,197.52578037648695,162.96829297374194
2017-02-18,170.0,197.52341553489376,157.43223779380872
2017-02-19,166.0,197.51344328288832,152.41915530661115
2017-02-20,149.0,197.5020274367435,165.04513747574347
2017-02-21,164.0,197.4844606031916,161.5525532142402
2017-02-22,144.0,197.4723351421729,156.73288008821422
2017-02-23,122.0,197.45297513669055,158.83014754958828
2017-02-24,155.0,197.42566184252345,160.81759645054956
2017-02-25,122.0,197.4103069160513,153.4968185409143
2017-02-26,126.0,197.38301894539237,142.08486438256367
2017-02-27,143.0,197.35719296169285,148.63909421828572
2017-02-28,151.0,197.33753038511057,153.3481238777652
2017-03-01,141.0,197.32077178460963,145.35951689738664
2017-03-02,136.0,197.3004062912867,142.25300085384814
2017-03-03,163.0,197.27824417766,150.8360921162931
2017-03-04,138.0,197.26585370443482,144.68605767821643
2017-03-05,144.0,197.24443489210938,146.26044492785007
2017-03-06,166.0,197.22519571057654,150.7823784227002
2017-03-07,156.0,197.21391493177939,152.05649872458736
2017-03-08,143.0,197.1990282007222,146.01427430956593
2017-03-09,154.0,197.17945469830227,150.05598892901347
2017-03-10,157.0,197.16386363323704,156.95546604465568
2017-03-11,133.0,197.1493640434777,151.76754514385496
2017-03-12,99.0,197.12620960780058,149.51101072565285
2017-03-13,123.0,197.0907977674513,147.5983439649831
2017-03-14,98.0,197.06406466344,146.05229123934294
2017-03-15,136.0,197.02832726637527,135.72991937197116
2017-03-16,149.0,197.00631524572012,140.08429903621703
2017-03-17,152.0,196.98900319550526,152.2083013802973
2017-03-18,137.0,196.97278217398176,153.15809255210263
2017-03-19,101.0,196.95116256973736,137.0371340008073
2017-03-20,135.0,196.91657934300468,140.15396296914523
2017-03-21,141.0,196.89426706216034,137.38320090808205
2017-03-22,144.0,196.87412861248927,148.05477369794673
2017-03-23,130.0,196.85508173618794,144.44414134898238
2017-03-24,161.0,196.8310028304663,152.74648616287735
2017-03-25,152.0,196.81810005667063,140.9940878375419
2017-03-26,157.0,196.8019639270373,141.14746223093397
2017-03-27,150.0,196.78763636622844,148.0920045819814
2017-03-28,151.0,196.770797195321,144.37034563073848
2017-03-29,168.0,196.75432695523634,154.44974193855893
2017-03-30,166.0,196.74398181152154,151.6913945831637
2017-03-31,180.0,196.7329228252584,165.85848644284414
2017-04-01,187.0,196.72690487063682,151.8635020221207
2017-04-02,144.0,196.72340724213248,153.9298919271601
2017-04-03,158.0,196.70445221526128,154.41587257143303
2017-04-04,133.0,196.69053975939673,153.30533392589703
2017-04-05,151.0,196.6676500775425,155.85074390930194
2017-04-06,165.0,196.65124057338247,152.71206729448724
2017-04-07,162.0,196.63986955108194,170.761129422348
2017-04-08,157.0,196.62742706920295,154.61237840196122
2017-04-09,155.0,196.61319563552755,147.03336522269214
2017-04-10,127.0,196.59825373404263,151.67363790969998
2017-04-11,176.0,196.57326782352962,147.91157564072594
2017-04-12,173.0,196.56588330528714,145.3190700651791
2017-04-13,158.0,196.55742614278745,150.82202386598738
2017-04-14,165.0,196.54359140071972,167.47108391953256
2017-04-15,164.0,196.53227531411852,155.95609474781318
2017-04-16,116.0,196.5206066357419,152.39853572090098
2017-04-17,159.0,196.4917306785478,154.5276349507473
2017-04-18,156.0,196.47828796407003,152.40728025181096
2017-04-19,179.0,196.46377701660123,155.3140657938646
2017-04-20,187.0,196.45751759831575,154.36218613141696
2017-04-21,192.0,196.4541284144425,162.77104102065135
2017-04-22,140.0,196.45253252464872,158.3252052972293
2017-04-23,155.0,196.4323095146095,151.46207004525755
2017-04-24,158.0,196.41746986220454,157.12921046152766
2017-04-25,179.0,196.40371248714195,154.74392468126308
2017-04-27,174.0,196.39748129756546,163.08847875066976
2017-04-28,176.0,196.38946358455397,161.5869789602575
2017-04-29,140.0,196.3821659955831,157.41170566094746
2017-04-30,129.0,196.36198987606417,152.3127511891928
2017-05-01,181.0,196.33788898523196,157.35206781071415
2017-05-02,153.0,196.3324023499305,157.09029331434527
2017-05-03,163.0,196.31690435195128,157.27153276187113
2017-05-04,187.0,196.30499056530655,165.58062441616417
2017-05-05,158.0,196.30166378998825,173.14954926332064
2017-05-06,175.0,196.2879723998935,154.57074000385802
2017-05-07,141.0,196.28036411812084,145.5672489948654
2017-05-08,171.0,196.2606105486665,161.7596948254407
2017-05-09,169.0,196.25158567887416,159.52590271135364
2017-05-10,159.0,196.24185123140896,170.26120868447958
2017-05-11,174.0,196.22855057025487,172.9822703859573
2017-05-12,212.0,196.22061321957813,168.78663313649113
2017-05-13,157.0,196.2262467028985,161.62622699084625
2017-05-14,148.0,196.21224483007936,151.04696770912454
2017-05-15,198.0,196.19503846147478,168.22393958944357
2017-05-16,172.0,196.19568251554742,164.85754813451987
2017-05-17,187.0,196.18705044900602,174.3204073243828
2017-05-18,181.0,196.18377345580143,178.5105574890237
2017-05-19,192.0,196.1783584153393,181.25454500032637
2017-05-20,159.0,196.1768685389209,167.93543129421047
2017-05-21,154.0,196.16361475334554,156.46989865033052
2017-05-22,183.0,196.14858584058368,179.22655980945825
2017-05-23,166.0,196.14389995824564,170.5914902280226
2017-05-24,206.0,196.13315921356073,170.76966790339102
2017-05-25,172.0,196.1366742975602,178.00095794943775
2017-05-26,180.0,196.12807708498752,185.61701964067203
2017-05-27,171.0,196.12233346779203,172.5258565381382
2017-05-28,131.0,196.1133883606289,158.75416240709407
2017-05-29,148.0,196.0902080870936,182.39838591174558
2017-05-30,189.0,196.07309108830836,164.60184048631078
2017-05-31,158.0,196.07057397404208,169.39439348277554
2017-06-01,186.0,196.05702813736747,169.96396397477696
2017-06-02,207.0,196.0534503970126,173.7776925716085
2017-06-03,189.0,196.05734388789045,165.81278630037252
2017-06-04,164.0,196.05483416389046,151.50456324914586
2017-06-05,179.0,196.0434368895211,175.2615854307344
2017-06-06,196.0,196.03737807797134,173.00826660068532
2017-06-07,189.0,196.0373647927117,177.22151071694245
2017-06-08,188.0,196.03486395234472,181.00201249411947
2017-06-09,186.0,196.03200914191575,187.9861439154847
2017-06-10,207.0,196.0284453731264,176.28852763141205
2017-06-11,197.0,196.03234221369715,164.63387041086986
2017-06-12,179.0,196.03268584217238,180.31165164486148
2017-06-13,204.0,196.0266383769346,184.33525791203525
2017-06-14,205.0,196.02946882124525,178.95685416222787
2017-06-15,196.0,196.03265268324304,180.03486704087916
2017-06-16,193.0,196.03264109605948,195.3800889551869
2017-06-17,198.0,196.0315651190874,191.75708269707982
2017-06-18,178.0,196.0322633932558,176.81017386269988
2017-06-19,173.0,196.02586783964938,177.8807564276166
2017-06-20,184.0,196.01770263828777,191.00500578889967
2017-06-21,191.0,196.0134417970759,186.3939489972279
2017-06-22,219.0,196.01166461104356,190.13088379111343
2017-06-23,205.0,196.01981216921791,188.71742357021554
2017-06-24,190.0,196.0229943761034,189.92840527861864
2017-06-25,177.0,196.02086045426952,177.34740353586122
2017-06-26,191.0,196.01412263618445,176.3369550980016
2017-06-27,194.0,196.0123467825856,190.09621456757333
2017-06-28,158.0,196.011634195198,191.09817331972243
2017-06-29,196.0,195.99817636754884,195.70883797673238
2017-06-30,200.0,195.99817701308245,188.28106970448624
2017-07-01,199.0,195.99959333691427,184.1766307188601
2017-07-02,162.0,196.00065505194016,180.19957304468937
2017-07-03,214.0,195.98862580904188,175.77095404223707
2017-07-04,165.0,195.99499700613808,188.89786752909222
2017-07-05,179.0,195.9840350266488,183.6958376550161
2017-07-06,196.0,195.97802935655446,191.5759740814599
2017-07-07,175.0,195.9780371241498,192.14849072868807
2017-07-08,176.0,195.97062176991716,186.05312743255553
2017-07-09,190.0,195.96356376611087,174.34297594483135
2017-07-10,192.0,195.96145649976245,181.4820506729832
2017-07-11,200.0,195.96005693908418,184.75572831614602
2017-07-12,192.0,195.96148397654827,181.710512662398
2017-07-13,211.0,195.96008490044852,196.8283414828035
2017-07-14,203.0,195.96539560493278,198.20757643561493
2017-07-15,217.0,195.9678791369346,189.2263476668065
2017-07-16,170.0,195.97530311182447,176.07917524154846
2017-07-17,239.0,195.96613589703293,191.75777724190837
2017-07-18,203.0,195.98132074675172,198.0739065353728
2017-07-19,208.0,195.9837969080688,187.10665112865334
2017-07-20,195.0,195.98803542767791,202.37289856791472
2017-07-21,214.0,195.9876869757549,196.94432285248666
2017-07-22,179.0,195.99403828500184,196.3789051135038
2017-07-23,181.0,195.9880470851834,188.44229074203272
2017-07-24,165.0,195.982764023116,200.19540959030178
2017-07-25,224.0,195.97184498733694,194.17592885124762
2017-07-26,178.0,195.98172101094954,189.46106829388685
2017-07-27,216.0,195.97538607312643,188.5101215503901
2017-07-28,243.0,195.98243947711617,194.10424208620174
2017-07-29,167.0,195.99899787138378,198.1297157225805
2017-07-30,176.0,195.98878695664035,194.56136964698905
2017-07-31,213.0,195.98174989029408,195.57030872105864
2017-08-01,234.0,195.98774012264525,192.55832259233912
2017-08-02,180.0,196.0011176555952,190.46150044278178
2017-08-03,229.0,195.99548742418932,201.35137200156328
2017-08-04,304.0,196.0070985104077,206.70493218403908
2017-08-05,309.0,196.04508405437167,193.17872225710994
2017-08-06,225.0,196.08480795658576,207.05661522133502
2017-08-07,178.0,196.09497504239567,201.7845601503639
2017-08-08,196.0,196.08861365197816,185.0371850454946
2017-08-09,211.0,196.08858250482461,194.1476060737511
2017-08-10,197.0,196.09382285537643,199.77576204668404
2017-08-11,209.0,196.09414125915177,209.2421195099664
2017-08-12,206.0,196.09867519863565,195.7776933585973
2017-08-13,164.0,196.10215300854128,188.4454776446934
2017-08-14,232.0,196.0908792059044,193.0825954332443
2017-08-15,235.0,196.10348774550906,203.92013567807197
2017-08-16,219.0,196.11714283143306,198.83775743149153
2017-08-17,194.0,196.1251747223311,206.63903474947665
2017-08-18,212.0,196.12442891614677,213.08576543289837
2017-08-19,222.0,196.1299992919657,202.32046381400954
2017-08-20,172.0,196.13907489298592,184.94630980565069
2017-08-21,191.0,196.1306080129813,198.25807320928948
2017-08-22,204.0,196.12880874662568,202.17882546480524
2017-08-23,185.0,196.13156863135688,201.76638302637744
2017-08-24,226.0,196.12766624095153,200.90143131708592
2017-08-25,184.0,196.13813673999078,208.53585762488066
2017-08-26,195.0,196.13388296857323,206.13587596362834
2017-08-27,176.0,196.13348567250858,183.1592132003978
2017-08-28,179.0,196.1264324282723,201.76603361018476
2017-08-29,170.0,196.12043367785955,197.85664190588068
2017-08-30,210.0,196.11128626631069,194.0439578546576
2017-08-31,142.0,196.11614926131543,198.42193781129941
2017-09-01,173.0,196.09720434646815,196.2850760967081
2017-09-02,178.0,196.0891199207256,190.53097252883532
2017-09-03,160.0,196.08278952005344,184.54350740085678
2017-09-04,135.0,196.070164331278,190.73516896340024
2017-09-05,152.0,196.04879992185658,185.00426804971815
2017-09-06,159.0,196.0333928564764,189.49603256297183
2017-09-07,187.0,196.02044185355408,173.8911423622816
2017-09-08,165.0,196.01728785290595,176.93482863606408
2017-09-09,185.0,196.00644454304654,178.73381099267354
2017-09-10,171.0,196.00259748099026,170.1140370252984
2017-09-11,164.0,195.99385989668798,173.5721386790535
2017-09-12,192.0,195.9826810497639,180.19643903966835
2017-09-13,177.0,195.9812897201395,178.55061218218754
2017-09-14,203.0,195.97465985995083,184.71462839134736
2017-09-15,229.0,195.97711327016214,181.46968833721942
2017-09-16,193.0,195.9886436077075,183.72930711040726
2017-09-17,204.0,195.98760026904185,176.2012597408216
2017-09-18,190.0,195.99039691816256,179.44011103581065
2017-09-19,185.0,195.98830639402436,187.51544696390928
2017-09-20,183.0,195.98447237225395,188.2201429118332
2017-09-21,189.0,195.97994264179093,193.1067287809017
2017-09-22,193.0,195.9775080611694,188.30289474910631
2017-09-23,182.0,195.97646969741663,192.25703769785918
2017-09-24,178.0,195.97159645135756,184.30291242026792
2017-09-25,207.0,195.96533129658974,182.3945052626335
2017-09-26,188.0,195.9691774690204,183.7027173486157
2017-09-27,175.0,195.96640026829934,186.66963883022382
2017-09-28,177.0,195.95909490235223,191.3845689842162
2017-09-29,202.0,195.95249009660324,198.43241911070297
2017-09-30,176.0,195.95459650896947,190.01086962843914
2017-10-01,170.0,195.94764731986658,183.33338114123111
2017-10-02,193.0,195.93861262372457,185.82305946881073
2017-10-03,205.0,195.9375896080157,182.06283298511556
2017-10-04,192.0,195.94074394508218,181.42266194222432
2017-10-05,163.0,195.93937253601828,183.9571391944145
2017-10-06,197.0,195.927911376472,202.48646957724486
2017-10-07,198.0,195.92828434172634,186.12934365940234
2017-10-08,156.0,195.929004938477,181.49285133219342
2017-10-09,196.0,195.91511900387835,194.5774788331753
2017-10-10,185.0,195.9151485174375,187.48297479491185
2017-10-11,156.0,195.91135392382807,184.35301337772674
2017-10-12,208.0,195.89748136424387,184.53352384209114
2017-10-13,177.0,195.9016872786264,188.7205027822568
2017-10-14,151.0,195.89511963189997,185.5040948397814
2017-10-15,161.0,195.87952292540984,179.77410050661013
2017-10-16,214.0,195.8674077732996,182.85790436433717
2017-10-17,157.0,195.8737049055193,181.6944220056397
2017-10-18,190.0,195.86020709131603,174.86342552285885
2017-10-19,198.0,195.85817265038864,183.71255883175192
2017-10-20,232.0,195.8589160823045,191.19429867630296
2017-10-21,187.0,195.87145853724732,178.75327963973803
2017-10-22,173.0,195.86838030735927,177.1401245306097
2017-10-23,182.0,195.86044678426916,198.31085505138526
2017-10-24,191.0,195.8556391371015,187.73432394133235
2017-10-25,181.0,195.85395519774409,186.20537492487753
2017-10-26,182.0,195.848804727842,188.19458547510047
2017-10-27,209.0,195.84400361682518,196.86443163779177
2017-10-28,174.0,195.8485637542197,182.87928364386946
2017-10-29,161.0,195.8409919074846,175.36434903095358
2017-10-30,155.0,195.82891949171622,189.13925982852152
2017-10-31,156.0,195.81477470755146,180.09292669469295
2017-11-01,162.0,195.8009836529246,181.7477171033624
2017-11-02,169.0,195.78927768456,178.48450879406528
2017-11-03,216.0,195.78000161887974,185.92763001302708
2017-11-04,181.0,195.7870017914195,171.2944800217401
2017-11-05,162.0,195.78188341073712,169.57166596883695
2017-11-06,186.0,195.7701921550144,179.3494279234429
2017-11-07,173.0,195.76681146568743,171.66734432424818
2017-11-08,194.0,195.7589350389565,180.74523221070578
2017-11-09,169.0,195.75832662144046,186.02788444841508
2017-11-10,171.0,195.74907248807665,194.31213262231637
2017-11-11,170.0,195.74051471750676,180.14923341044064
2017-11-12,140.0,195.7316156631533,165.48883379124632
2017-11-13,170.0,195.71235136461775,178.53492775773591
2017-11-14,171.0,195.70346511911416,166.08805262063294
2017-11-15,182.0,195.69492902197558,170.926078485275
2017-11-16,214.0,195.69019765938378,174.1505430759515
2017-11-17,179.0,195.6965222888624,187.57202368695184
2017-11-18,187.0,195.69075591956906,177.14877242999907
2017-11-19,148.0,195.6877549679394,155.5257421611553
2017-11-20,205.0,195.67129104424941,182.41727554410147
2017-11-21,163.0,195.6745111716073,178.06456853311886
2017-11-22,166.0,195.6632343774152,181.35026963539138
2017-11-23,120.0,195.6529986167605,175.53168115461432
2017-11-24,189.0,195.6268978754747,185.86581394046794
2017-11-25,184.0,195.62461195002615,169.89808995361378
2017-11-26,152.0,195.6206027719092,152.38055792150277
2017-11-27,202.0,195.60556118474648,176.86887696238477
2017-11-28,177.0,195.60776578354506,172.6463853531447
2017-11-29,195.0,195.6013515243987,175.20420178511546
2017-11-30,203.0,195.60114426900518,179.62802899533713
2017-12-01,223.0,195.60369384024258,182.6603832923263
2017-12-02,194.0,195.61313270541388,178.25605835128994
2017-12-03,158.0,195.612577027596,154.77548269352218
2017-12-04,203.0,195.5996228078517,185.15684644885206
2017-12-05,182.0,195.60217114710517,175.17590474429488
2017-12-06,171.0,195.5974880101979,184.9117481079309
2017-12-07,144.0,195.58902071656271,177.02381175765584
2017-12-08,175.0,195.57126507356958,188.39559665325854
2017-12-09,163.0,195.564186179876,176.4733762945834
2017-12-10,141.0,195.55298226238767,147.93829901021846
2017-12-11,190.0,195.53421618661798,173.80092332541585
2017-12-12,187.0,195.53231275886677,166.85828782757952
2017-12-13,176.0,195.5293786760749,175.2487768711354
2017-12-14,176.0,195.52266408825432,161.4807552032247
2017-12-15,174.0,195.51595296275133,182.55457914935462
2017-12-16,211.0,195.508557893852,176.57819720749703
2017-12-17,173.0,195.5138814134761,143.3958375149993
2017-12-18,205.0,195.50614601357452,181.55861690521203
2017-12-19,218.0,195.50940738560695,178.7328573096466
2017-12-20,175.0,195.51713212976438,175.2813320526398
2017-12-21,202.0,195.5100864113132,173.58292324975926
2017-12-22,206.0,195.51231470782437,183.1632226031171
2017-12-23,194.0,195.5159150117352,177.6118426941398
2017-12-24,134.0,195.5153947045405,151.22529074595417
2017-12-25,68.0,195.49428441123075,184.42874434335408
2017-12-26,124.0,195.45053958899325,181.28608334892127
2017-12-27,115.0,195.42602825465738,166.10303537656662
2017-12-28,161.0,195.39844258212966,152.74276740028702
2017-12-29,155.0,195.38664613405618,164.028296465401
2017-12-30,144.0,195.37279849265934,158.08204816651096
